x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,81.06,53,0.5,100,-9.2,130.43,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,81.82,53,0.5,100,-9.2,131.21,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,82.58,53,0.5,100,-9.2,131.99,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,83.33,53,0.5,100,-9.2,132.78,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,84.09,53,0.5,100,-9.2,133.56,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,84.85,53,0.5,100,-9.2,134.34,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,85.61,53,0.5,100,-9.2,135.13,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,86.36,53,0.5,100,-9.2,135.91,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,87.12,53,0.5,100,-9.2,136.69,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,87.88,53,0.5,100,-9.2,137.47,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,88.64,53,0.5,100,-9.2,138.26,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,89.39,53,0.5,100,-9.2,139.04,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,90.15,53,0.5,100,-9.2,139.82,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,90.91,53,0.5,100,-9.2,140.61,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,91.67,53,0.5,100,-9.2,141.39,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,92.42,53,0.5,100,-9.2,142.17,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,93.18,53,0.5,100,-9.2,142.95,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,93.94,53,0.5,100,-9.2,143.74,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,94.70,53,0.5,100,-9.2,144.52,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,95.45,53,0.5,100,-9.2,145.30,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,96.21,53,0.5,100,-9.2,146.09,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,96.97,53,0.5,100,-9.2,146.87,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,97.73,53,0.5,100,-9.2,147.65,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,98.48,53,0.5,100,-9.2,148.43,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,99.24,53,0.5,100,-9.2,149.22,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,100.00,53,0.5,100,-9.2,150.00,0.5,0,5.7,-100.00,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,
